order3,order4,order5,order6,order7
960.09827,798.35632,656.10516,503.17700,326.65698
960.09906,798.35583,656.12396,503.22943,326.75684
960.09985,798.35541,656.14276,503.28180,326.85657
960.10071,798.35492,656.16150,503.33408,326.95621
960.10144,798.35449,656.18018,503.38635,327.05579
960.10229,798.35394,656.19885,503.43854,327.15530
960.10303,798.35339,656.21753,503.49066,327.25473
960.10388,798.35291,656.23608,503.54279,327.35406
960.10468,798.35229,656.25470,503.59485,327.45337
960.10547,798.35168,656.27319,503.64685,327.55255
960.10620,798.35114,656.29175,503.69876,327.65167
960.10699,798.35052,656.31030,503.75064,327.75070
960.10779,798.34985,656.32874,503.80249,327.84967
960.10852,798.34924,656.34717,503.85431,327.94855
960.10938,798.34863,656.36548,503.90601,328.04736
960.11011,798.34790,656.38391,503.95767,328.14609
960.11084,798.34723,656.40222,504.00931,328.24475
960.11163,798.34656,656.42053,504.06091,328.34332
960.11243,798.34583,656.43872,504.11243,328.44180
960.11316,798.34509,656.45703,504.16388,328.54022
960.11389,798.34436,656.47522,504.21530,328.63855
960.11462,798.34357,656.49341,504.26666,328.73682
960.11542,798.34277,656.51147,504.31799,328.83502
960.11615,798.34192,656.52954,504.36926,328.93311
960.11688,798.34119,656.54773,504.42047,329.03116
960.11761,798.34033,656.56567,504.47165,329.12912
960.11841,798.33948,656.58374,504.52277,329.22699
960.11914,798.33862,656.60168,504.57379,329.32483
960.11987,798.33771,656.61963,504.62479,329.42255
960.12061,798.33679,656.63757,504.67575,329.52017
960.12134,798.33594,656.65546,504.72665,329.61774
960.12207,798.33496,656.67334,504.77753,329.71524
960.12280,798.33398,656.69116,504.82831,329.81268
960.12347,798.33301,656.70892,504.87903,329.91000
960.12415,798.33203,656.72668,504.92975,330.00726
960.12488,798.33105,656.74445,504.98041,330.10443
960.12561,798.33008,656.76208,505.03101,330.20160
960.12634,798.32904,656.77979,505.08154,330.29858
960.12708,798.32800,656.79742,505.13202,330.39557
960.12775,798.32690,656.81506,505.18243,330.49243
960.12842,798.32587,656.83264,505.23285,330.58923
960.12915,798.32477,656.85010,505.28320,330.68597
960.12988,798.32361,656.86768,505.33350,330.78265
960.13049,798.32251,656.88513,505.38373,330.87921
960.13123,798.32141,656.90259,505.43390,330.97571
960.13196,798.32025,656.91998,505.48401,331.07214
960.13257,798.31909,656.93738,505.53409,331.16852
960.13330,798.31787,656.95471,505.58414,331.26477
960.13403,798.31665,656.97205,505.63409,331.36096
960.13464,798.31543,656.98938,505.68402,331.45709
960.13538,798.31421,657.00659,505.73389,331.55316
960.13599,798.31299,657.02386,505.78375,331.64911
960.13672,798.31165,657.04108,505.83350,331.74503
960.13733,798.31042,657.05823,505.88324,331.84082
960.13806,798.30908,657.07538,505.93292,331.93658
960.13867,798.30780,657.09253,505.98254,332.03223
960.13934,798.30646,657.10962,506.03210,332.12784
960.14001,798.30511,657.12659,506.08160,332.22336
960.14062,798.30377,657.14368,506.13110,332.31879
960.14130,798.30237,657.16064,506.18051,332.41415
960.14197,798.30103,657.17761,506.22989,332.50946
960.14258,798.29956,657.19452,506.27924,332.60468
960.14325,798.29816,657.21143,506.32849,332.69983
960.14392,798.29675,657.22827,506.37772,332.79486
960.14453,798.29529,657.24512,506.42688,332.88989
960.14520,798.29376,657.26190,506.47601,332.98480
960.14581,798.29230,657.27869,506.52502,333.07965
960.14648,798.29077,657.29541,506.57407,333.17441
960.14709,798.28931,657.31213,506.62305,333.26910
960.14771,798.28772,657.32886,506.67197,333.36371
960.14832,798.28619,657.34546,506.72083,333.45825
960.14893,798.28467,657.36206,506.76965,333.55270
960.14954,798.28308,657.37866,506.81842,333.64709
960.15021,798.28149,657.39526,506.86713,333.74142
960.15082,798.27979,657.41174,506.91577,333.83566
960.15143,798.27820,657.42828,506.96442,333.92981
960.15204,798.27661,657.44470,507.01300,334.02393
960.15265,798.27490,657.46118,507.06146,334.11795
960.15326,798.27319,657.47754,507.10995,334.21185
960.15387,798.27155,657.49396,507.15839,334.30576
960.15448,798.26984,657.51031,507.20673,334.39954
960.15509,798.26813,657.52661,507.25507,334.49329
960.15564,798.26636,657.54297,507.30334,334.58691
960.15625,798.26465,657.55920,507.35156,334.68048
960.15686,798.26282,657.57538,507.39972,334.77399
960.15747,798.26111,657.59155,507.44785,334.86740
960.15808,798.25928,657.60779,507.49591,334.96075
960.15863,798.25745,657.62390,507.54395,335.05402
960.15924,798.25562,657.64001,507.59192,335.14725
960.15979,798.25378,657.65613,507.63983,335.24036
960.16040,798.25195,657.67212,507.68768,335.33344
960.16101,798.25006,657.68817,507.73547,335.42639
960.16150,798.24817,657.70410,507.78326,335.51929
960.16211,798.24628,657.72009,507.83099,335.61212
960.16272,798.24438,657.73602,507.87866,335.70490
960.16327,798.24243,657.75195,507.92627,335.79758
960.16382,798.24048,657.76782,507.97388,335.89020
960.16443,798.23853,657.78363,508.02139,335.98273
960.16492,798.23651,657.79944,508.06885,336.07520
960.16553,798.23450,657.81519,508.11627,336.16760
960.16608,798.23254,657.83093,508.16367,336.25989
960.16663,798.23047,657.84668,508.21100,336.35214
960.16718,798.22839,657.86237,508.25827,336.44434
960.16772,798.22638,657.87805,508.30551,336.53644
960.16833,798.22430,657.89368,508.35269,336.62845
960.16882,798.22223,657.90930,508.39981,336.72040
960.16943,798.22009,657.92480,508.44690,336.81226
960.16992,798.21802,657.94037,508.49393,336.90408
960.17047,798.21582,657.95593,508.54092,336.99579
960.17102,798.21375,657.97137,508.58786,337.08746
960.17151,798.21155,657.98682,508.63477,337.17908
960.17212,798.20941,658.00220,508.68158,337.27057
960.17261,798.20715,658.01764,508.72839,337.36200
960.17316,798.20496,658.03296,508.77512,337.45337
960.17371,798.20276,658.04834,508.82181,337.54468
960.17419,798.20056,658.06360,508.86847,337.63589
960.17468,798.19824,658.07886,508.91507,337.72705
960.17529,798.19598,658.09412,508.96161,337.81812
960.17578,798.19373,658.10938,509.00812,337.90912
960.17627,798.19141,658.12451,509.05457,338.00006
960.17682,798.18909,658.13971,509.10095,338.09091
960.17737,798.18677,658.15479,509.14731,338.18170
960.17786,798.18445,658.16992,509.19360,338.27240
960.17834,798.18207,658.18500,509.23987,338.36307
960.17883,798.17969,658.20007,509.28607,338.45361
960.17932,798.17731,658.21509,509.33224,338.54413
960.17993,798.17493,658.22998,509.37836,338.63455
960.18042,798.17249,658.24500,509.42441,338.72491
960.18091,798.17004,658.25989,509.47043,338.81519
960.18140,798.16760,658.27478,509.51639,338.90540
960.18188,798.16516,658.28967,509.56232,338.99554
960.18237,798.16266,658.30450,509.60818,339.08560
960.18286,798.16016,658.31934,509.65399,339.17560
960.18335,798.15771,658.33411,509.69977,339.26550
960.18384,798.15515,658.34888,509.74548,339.35535
960.18433,798.15259,658.36353,509.79120,339.44513
960.18481,798.15002,658.37823,509.83685,339.53485
960.18530,798.14752,658.39294,509.88239,339.62448
960.18579,798.14490,658.40753,509.92798,339.71405
960.18628,798.14233,658.42212,509.97345,339.80353
960.18677,798.13971,658.43671,510.01889,339.89294
960.18726,798.13708,658.45129,510.06427,339.98230
960.18768,798.13446,658.46582,510.10962,340.07159
960.18817,798.13177,658.48029,510.15491,340.16077
960.18860,798.12915,658.49475,510.20016,340.24994
960.18909,798.12646,658.50916,510.24536,340.33899
960.18958,798.12378,658.52356,510.29050,340.42798
960.19006,798.12103,658.53796,510.33563,340.51691
960.19055,798.11829,658.55231,510.38068,340.60574
960.19092,798.11560,658.56665,510.42569,340.69452
960.19141,798.11279,658.58093,510.47064,340.78323
960.19189,798.11005,658.59521,510.51556,340.87189
960.19232,798.10730,658.60938,510.56042,340.96045
960.19275,798.10449,658.62360,510.60529,341.04895
960.19324,798.10168,658.63776,510.65005,341.13733
960.19373,798.09882,658.65192,510.69479,341.22571
960.19415,798.09595,658.66602,510.73947,341.31400
960.19458,798.09314,658.68011,510.78409,341.40219
960.19507,798.09021,658.69421,510.82867,341.49036
960.19550,798.08734,658.70819,510.87323,341.57843
960.19592,798.08447,658.72217,510.91772,341.66641
960.19635,798.08154,658.73621,510.96216,341.75433
960.19678,798.07861,658.75012,511.00653,341.84219
960.19727,798.07568,658.76404,511.05090,341.92999
960.19763,798.07275,658.77795,511.09521,342.01770
960.19812,798.06970,658.79175,511.13947,342.10535
960.19849,798.06677,658.80566,511.18369,342.19293
960.19897,798.06372,658.81946,511.22784,342.28046
960.19934,798.06073,658.83325,511.27197,342.36786
960.19983,798.05774,658.84692,511.31604,342.45526
960.20026,798.05463,658.86072,511.36005,342.54254
960.20068,798.05164,658.87439,511.40405,342.62976
960.20105,798.04852,658.88806,511.44800,342.71692
960.20154,798.04541,658.90167,511.49188,342.80402
960.20190,798.04236,658.91528,511.53571,342.89102
960.20233,798.03918,658.92883,511.57950,342.97797
960.20276,798.03613,658.94238,511.62323,343.06485
960.20319,798.03296,658.95593,511.66693,343.15167
960.20361,798.02979,658.96948,511.71057,343.23840
960.20398,798.02661,658.98291,511.75421,343.32507
960.20441,798.02344,658.99634,511.79773,343.41168
960.20483,798.02026,659.00977,511.84125,343.49820
960.20520,798.01697,659.02313,511.88474,343.58466
960.20557,798.01379,659.03650,511.92816,343.67105
960.20599,798.01050,659.04980,511.97153,343.75739
960.20642,798.00726,659.06311,512.01489,343.84363
960.20679,798.00403,659.07635,512.05811,343.92981
960.20721,798.00073,659.08960,512.10138,344.01593
960.20764,797.99744,659.10284,512.14459,344.10193
960.20801,797.99408,659.11603,512.18774,344.18793
960.20837,797.99072,659.12915,512.23083,344.27383
960.20880,797.98743,659.14233,512.27386,344.35968
960.20923,797.98407,659.15540,512.31689,344.44543
960.20953,797.98071,659.16846,512.35980,344.53113
960.20996,797.97729,659.18152,512.40277,344.61676
960.21033,797.97388,659.19458,512.44562,344.70233
960.21069,797.97052,659.20752,512.48846,344.78784
960.21112,797.96704,659.22052,512.53125,344.87323
960.21143,797.96362,659.23346,512.57397,344.95859
960.21185,797.96021,659.24634,512.61664,345.04388
960.21228,797.95667,659.25928,512.65924,345.12909
960.21265,797.95325,659.27209,512.70190,345.21423
960.21301,797.94971,659.28491,512.74445,345.29932
960.21338,797.94617,659.29773,512.78693,345.38434
960.21375,797.94269,659.31055,512.82935,345.46930
960.21411,797.93915,659.32324,512.87177,345.55414
960.21448,797.93561,659.33594,512.91418,345.63898
960.21484,797.93201,659.34863,512.95648,345.72369
960.21521,797.92847,659.36133,512.99878,345.80835
960.21558,797.92480,659.37396,513.04102,345.89297
960.21594,797.92126,659.38660,513.08313,345.97748
960.21631,797.91760,659.39917,513.12531,346.06195
960.21667,797.91400,659.41168,513.16742,346.14636
960.21704,797.91034,659.42419,513.20947,346.23068
960.21741,797.90668,659.43677,513.25146,346.31494
960.21777,797.90295,659.44922,513.29346,346.39914
960.21808,797.89929,659.46167,513.33533,346.48328
960.21851,797.89563,659.47406,513.37720,346.56732
960.21881,797.89185,659.48645,513.41907,346.65131
960.21912,797.88818,659.49878,513.46082,346.73523
960.21948,797.88440,659.51111,513.50256,346.81909
960.21985,797.88068,659.52344,513.54425,346.90286
960.22021,797.87689,659.53577,513.58588,346.98657
960.22058,797.87311,659.54803,513.62750,347.07025
960.22089,797.86932,659.56024,513.66907,347.15381
960.22119,797.86548,659.57239,513.71057,347.23734
960.22156,797.86163,659.58459,513.75201,347.32080
960.22192,797.85779,659.59680,513.79346,347.40417
960.22229,797.85394,659.60889,513.83484,347.48749
960.22260,797.85010,659.62097,513.87616,347.57074
960.22290,797.84619,659.63306,513.91748,347.65390
960.22327,797.84229,659.64508,513.95868,347.73703
960.22363,797.83838,659.65710,513.99988,347.82007
960.22394,797.83447,659.66907,514.04102,347.90305
960.22430,797.83057,659.68103,514.08215,347.98596
960.22461,797.82660,659.69299,514.12317,348.06879
960.22498,797.82263,659.70483,514.16425,348.15158
960.22528,797.81866,659.71680,514.20520,348.23428
960.22559,797.81470,659.72864,514.24615,348.31696
960.22595,797.81067,659.74042,514.28699,348.39954
960.22626,797.80664,659.75220,514.32788,348.48199
960.22656,797.80261,659.76404,514.36865,348.56445
960.22693,797.79858,659.77576,514.40942,348.64685
960.22723,797.79456,659.78748,514.45013,348.72916
960.22754,797.79047,659.79919,514.49084,348.81140
960.22791,797.78638,659.81079,514.53143,348.89355
960.22821,797.78229,659.82251,514.57202,348.97565
960.22852,797.77820,659.83411,514.61255,349.05774
960.22882,797.77405,659.84570,514.65308,349.13971
960.22913,797.76990,659.85724,514.69348,349.22162
960.22949,797.76575,659.86877,514.73389,349.30347
960.22974,797.76160,659.88025,514.77423,349.38522
960.23010,797.75745,659.89172,514.81458,349.46695
960.23041,797.75323,659.90320,514.85486,349.54858
960.23071,797.74902,659.91467,514.89508,349.63019
960.23096,797.74481,659.92603,514.93524,349.71167
960.23132,797.74060,659.93738,514.97540,349.79315
960.23163,797.73633,659.94873,515.01550,349.87451
960.23193,797.73206,659.96008,515.05554,349.95581
960.23218,797.72778,659.97137,515.09558,350.03711
960.23254,797.72351,659.98267,515.13550,350.11829
960.23285,797.71924,659.99390,515.17542,350.19940
960.23315,797.71490,660.00513,515.21533,350.28046
960.23340,797.71057,660.01630,515.25513,350.36145
960.23376,797.70630,660.02747,515.29492,350.44235
960.23407,797.70190,660.03857,515.33472,350.52319
960.23438,797.69757,660.04968,515.37439,350.60400
960.23462,797.69324,660.06079,515.41406,350.68472
960.23499,797.68884,660.07190,515.45367,350.76538
960.23523,797.68439,660.08289,515.49329,350.84601
960.23553,797.67999,660.09387,515.53278,350.92651
960.23584,797.67554,660.10486,515.57227,351.00696
960.23608,797.67114,660.11584,515.61169,351.08737
960.23645,797.66663,660.12683,515.65112,351.16772
960.23669,797.66223,660.13770,515.69049,351.24799
960.23700,797.65771,660.14856,515.72980,351.32819
960.23724,797.65320,660.15942,515.76904,351.40833
960.23755,797.64874,660.17029,515.80829,351.48840
960.23785,797.64423,660.18103,515.84747,351.56839
960.23816,797.63965,660.19183,515.88666,351.64835
960.23840,797.63513,660.20258,515.92578,351.72821
960.23871,797.63062,660.21332,515.96478,351.80804
960.23901,797.62604,660.22400,516.00385,351.88779
960.23926,797.62146,660.23468,516.04285,351.96747
960.23956,797.61682,660.24536,516.08173,352.04709
960.23987,797.61224,660.25598,516.12061,352.12665
960.24011,797.60767,660.26654,516.15948,352.20615
960.24036,797.60297,660.27710,516.19824,352.28558
960.24066,797.59839,660.28766,516.23706,352.36493
960.24097,797.59369,660.29822,516.27576,352.44421
960.24121,797.58899,660.30872,516.31445,352.52347
960.24152,797.58429,660.31909,516.35303,352.60263
960.24176,797.57959,660.32959,516.39166,352.68173
960.24207,797.57489,660.33997,516.43024,352.76077
960.24231,797.57019,660.35040,516.46875,352.83975
960.24255,797.56543,660.36078,516.50720,352.91864
960.24292,797.56067,660.37109,516.54559,352.99750
960.24316,797.55591,660.38147,516.58398,353.07629
960.24341,797.55115,660.39172,516.62231,353.15503
960.24365,797.54639,660.40198,516.66064,353.23367
960.24390,797.54163,660.41223,516.69885,353.31226
960.24426,797.53674,660.42242,516.73706,353.39081
960.24451,797.53192,660.43262,516.77527,353.46924
960.24475,797.52710,660.44275,516.81335,353.54767
960.24500,797.52228,660.45288,516.85150,353.62598
960.24530,797.51740,660.46301,516.88953,353.70428
960.24554,797.51257,660.47314,516.92749,353.78247
960.24585,797.50763,660.48315,516.96552,353.86063
960.24609,797.50269,660.49316,517.00342,353.93872
960.24634,797.49780,660.50323,517.04126,354.01672
960.24658,797.49292,660.51324,517.07910,354.09467
960.24683,797.48792,660.52319,517.11694,354.17258
960.24713,797.48303,660.53308,517.15466,354.25043
960.24744,797.47803,660.54303,517.19238,354.32819
960.24768,797.47302,660.55292,517.23004,354.40588
960.24792,797.46808,660.56274,517.26764,354.48352
960.24817,797.46307,660.57263,517.30524,354.56110
960.24841,797.45807,660.58240,517.34277,354.63861
960.24866,797.45300,660.59222,517.38025,354.71606
960.24890,797.44800,660.60193,517.41772,354.79346
960.24915,797.44293,660.61169,517.45514,354.87076
960.24945,797.43787,660.62146,517.49255,354.94806
960.24976,797.43286,660.63110,517.52991,355.02524
960.25000,797.42773,660.64075,517.56714,355.10236
960.25024,797.42261,660.65039,517.60443,355.17944
960.25049,797.41754,660.66003,517.64160,355.25644
960.25073,797.41235,660.66962,517.67877,355.33340
960.25098,797.40723,660.67920,517.71594,355.41028
960.25122,797.40210,660.68872,517.75305,355.48712
960.25146,797.39697,660.69824,517.79004,355.56387
960.25171,797.39178,660.70776,517.82709,355.64056
960.25195,797.38660,660.71716,517.86401,355.71719
960.25220,797.38135,660.72662,517.90094,355.79376
960.25244,797.37622,660.73608,517.93787,355.87030
960.25275,797.37097,660.74542,517.97473,355.94672
960.25299,797.36572,660.75476,518.01147,356.02313
960.25323,797.36047,660.76416,518.04828,356.09946
960.25348,797.35522,660.77344,518.08496,356.17572
960.25372,797.34998,660.78271,518.12164,356.25189
960.25397,797.34467,660.79199,518.15826,356.32806
960.25421,797.33936,660.80127,518.19489,356.40411
960.25446,797.33411,660.81049,518.23145,356.48013
960.25470,797.32874,660.81970,518.26794,356.55609
960.25494,797.32336,660.82886,518.30444,356.63199
960.25519,797.31812,660.83801,518.34088,356.70779
960.25543,797.31274,660.84711,518.37726,356.78357
960.25568,797.30737,660.85620,518.41364,356.85928
960.25592,797.30200,660.86530,518.44995,356.93494
960.25616,797.29657,660.87433,518.48621,357.01050
960.25641,797.29114,660.88336,518.52246,357.08603
960.25665,797.28577,660.89233,518.55859,357.16150
960.25690,797.28027,660.90137,518.59479,357.23688
960.25714,797.27490,660.91028,518.63092,357.31223
960.25732,797.26941,660.91919,518.66699,357.38748
960.25757,797.26392,660.92810,518.70300,357.46271
960.25781,797.25848,660.93701,518.73901,357.53784
960.25812,797.25299,660.94586,518.77490,357.61298
960.25830,797.24750,660.95471,518.81085,357.68799
960.25854,797.24200,660.96350,518.84674,357.76294
960.25879,797.23645,660.97229,518.88257,357.83786
960.25903,797.23096,660.98108,518.91833,357.91269
960.25928,797.22534,660.98981,518.95410,357.98749
960.25952,797.21985,660.99854,518.98981,358.06219
960.25977,797.21423,661.00720,519.02545,358.13687
960.26001,797.20862,661.01587,519.06110,358.21149
960.26025,797.20306,661.02448,519.09668,358.28601
960.26050,797.19745,661.03308,519.13226,358.36050
960.26074,797.19183,661.04169,519.16779,358.43494
960.26099,797.18622,661.05029,519.20325,358.50928
960.26123,797.18054,661.05884,519.23865,358.58356
960.26141,797.17493,661.06738,519.27405,358.65784
960.26166,797.16925,661.07581,519.30939,358.73199
960.26190,797.16357,661.08435,519.34473,358.80612
960.26215,797.15784,661.09277,519.38000,358.88019
960.26233,797.15222,661.10120,519.41522,358.95416
960.26257,797.14648,661.10956,519.45038,359.02811
960.26282,797.14075,661.11792,519.48560,359.10199
960.26306,797.13501,661.12634,519.52069,359.17581
960.26331,797.12927,661.13464,519.55579,359.24957
960.26355,797.12347,661.14294,519.59082,359.32324
960.26379,797.11774,661.15125,519.62579,359.39691
960.26404,797.11194,661.15955,519.66077,359.47046
960.26428,797.10614,661.16772,519.69568,359.54398
960.26447,797.10034,661.17590,519.73053,359.61743
960.26471,797.09448,661.18414,519.76538,359.69086
960.26495,797.08868,661.19226,519.80017,359.76416
960.26520,797.08282,661.20044,519.83496,359.83746
960.26538,797.07703,661.20856,519.86969,359.91064
960.26562,797.07117,661.21667,519.90436,359.98383
960.26587,797.06525,661.22473,519.93896,360.05692
960.26611,797.05933,661.23279,519.97363,360.12994
960.26636,797.05347,661.24084,520.00818,360.20294
960.26660,797.04755,661.24878,520.04272,360.27585
960.26685,797.04163,661.25684,520.07721,360.34872
960.26709,797.03571,661.26477,520.11169,360.42151
960.26727,797.02979,661.27271,520.14606,360.49426
960.26752,797.02380,661.28064,520.18042,360.56696
