oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
334215200022630,56531376,2458319.8195298270,58319.3137616,14.406286,0.01985278,0,zr,282.4644555,-13.676176300000000,0.49900001,-0.0080000004,20180720313750,334,15,2,20.0400009,26.176441,0.020407932,0.08512238,7.69591497E-06,30.0,1.62100005,3
334215200022630,56531421,2458319.8199812155,58319.3142130,14.396335,0.01985758,0,zr,282.4644556,-13.676182100000000,0.43099999,-0.0199999996,20180720314213,334,15,2,20.0900002,26.175434,0.019982707,0.08620036,7.37054779E-06,30.0,1.62199998,3
334215200022630,56531466,2458319.8204326040,58319.3146644,14.394123,0.01985866,0,zr,282.4644501,-13.676186600000000,1.13000000,-0.0540000014,20180720314664,334,15,2,20.1299992,26.181215,0.022888185,0.08206188,9.74465274E-06,30.0,1.62300003,3
334215200022630,56531512,2458319.8208954926,58319.3151273,14.389831,0.01986076,0,zr,282.4644598,-13.676194000000000,1.34399998,-0.0619999990,20180720315116,334,15,2,20.1200008,26.175892,0.022417959,0.08010326,9.33116462E-06,30.0,1.62399995,3
334215200022630,56531559,2458319.8213584800,58319.3155903,14.398654,0.01985646,0,zr,282.4644513,-13.676188500000000,0.54200000,-0.0199999996,20180720315579,334,15,2,19.9699993,26.171762,0.023209900,0.09009180,9.95113442E-06,30.0,1.62500000,3
334215200022630,56531604,2458319.8218098690,58319.3160417,14.394234,0.01985861,0,zr,282.4644482,-13.676196800000000,0.50099999,-0.0340000018,20180720316042,334,15,2,20.1100006,26.174326,0.020454474,0.09193023,7.78552112E-06,30.0,1.62699997,3
334215200022630,56531650,2458319.8222727566,58319.3165046,14.402974,0.01985437,0,zr,282.4644544,-13.676182000000000,0.88499999,-0.0060000001,20180720316493,334,15,2,19.9699993,26.169083,0.021618573,0.08857791,8.52313588E-06,30.0,1.62800002,3
334215200022630,56531695,2458319.8227241450,58319.3169560,14.419020,0.01984675,0,zr,282.4644493,-13.676174600000000,0.88700002,-0.0199999996,20180720316956,334,15,2,20.1499996,26.181185,0.020042326,0.08714640,7.41839312E-06,30.0,1.62899995,3
334215200022630,56531741,2458319.8231871330,58319.3174190,14.390211,0.01986058,0,zr,282.4644452,-13.676175900000000,0.17700000,-0.0030000000,20180720317407,334,15,2,19.5400009,26.147274,0.027648868,0.09296942,1.41136989E-05,30.0,1.63000000,3
334215200022630,56531788,2458319.8236500210,58319.3178819,14.390303,0.01986053,0,zr,282.4644477,-13.676169900000000,0.83899999,-0.0080000004,20180720317870,334,15,2,19.5699997,26.146381,0.027689844,0.09317618,1.42801000E-05,30.0,1.63100004,3
334215200022630,56531833,2458319.8241014094,58319.3183333,14.404966,0.01985341,0,zr,282.4644430,-13.676191900000000,1.01199996,-0.0670000017,20180720318333,334,15,2,20.0400009,26.163082,0.020519739,0.09604970,7.81296148E-06,30.0,1.63300002,3
